text,Joy,Fear,Anger,Sadness,Surprise
The stench hit me first.,0,1,0,0,1
I keep trying to keep my head up and not think about it.,0,1,0,1,0
My face hurt from laughing so much!,1,0,0,0,0
Poor little guy was completely *covered* in fleas.,0,1,0,1,0
Tried to talk to my cousin to see whether this was really a possesion or something else.,0,1,0,0,1
I have no explanation.,0,1,0,0,1
Some work had been done on the driveway.,0,0,0,0,0
"I was angry at how she made me feel, I was angry that my eyes were all puffy and bloodshot when I woke up, I was angry that I had a cold shower.",0,0,1,0,0
"My throat felt like I was choking down hot, spiked coals.",0,1,0,1,0
"I moved my arms, stretching the muscles, watching ribbons of flesh dance around skin and bone.",1,0,0,0,0
I remember sitting on the curb putting it to my ear and listening to the music.,1,0,0,0,0
"the new apples of my eye, as promised.",1,0,0,0,0
"Sad, and creepy huh?",0,1,0,1,1
He was very weird.,0,1,0,0,1
"It was a weird feeling, building up in my chest and my head and then it all switched and I couldn't turn it back!Seriously, try it!First of all, I started off right-brained.",0,1,0,0,1
... as it engulfs every fiber of muscle in my legs!!!,0,1,0,0,0
Got tired roaming' and bumming' around,0,0,0,1,0
"Tears spilled onto my cheeks, and I let myself rest in the pain.",0,1,0,1,0
I turned my head to oncoming headlights.,0,1,0,0,0
"He bought the first beer, and before it was even gone I had a new full one in my hand!",1,0,0,0,0
"v-neck shirt, I moved slowly throughout the house, doing my usual morning duties ( diaper changes, breakfast, coffee ), quite lethargically, occasionally brushing a strand of ( dirty ) hair away from my eyes with my hand.",0,0,0,1,0
"i hope whatever i did do today, the two paper 2s adn the reading of the ntoes adn the definitaions i recited, stick in my head and i do nt forget anything: ( sigh.",0,1,0,1,0
Hit it off really well.,1,0,0,0,0
He was so very sad.,0,0,0,1,0
I've backed off hills while my foot healed so I expected some soreness.,0,1,0,0,0
My legs and face were also covered.,0,0,0,0,0
"My eyebrows raise as I smile, ` Ready for the second shot?",1,0,0,0,0
"She had a fish tank with two fish, a bottom feeder and an angel fish.",1,0,0,0,0
"Stretching until my toes were caught by the sheets and my fingertips brushed the headboard, I opened my eyes.",1,0,0,0,0
I bent my knee inward.,0,0,0,0,0
"But my natural color, on the underside of my forearms for example, is `` dead fishbelly white.",0,0,0,0,0
"One day, one of the Nazi soldiers went missing.",0,1,0,1,1
"my grandma, my mom, my grandaunt, my aunt, my sister I CRIED and WEPT in my sleep... I just shook and sobbed and sniffled... then I woke up and my eyes were wet.",0,1,0,1,0
My foot was tingling for sometime afterwards but the pain was mostly gone and there was no more grinding sensation.,0,1,0,0,0
"When we got up this morning, I could hardly move, and now EVERYTHING from the base of my skull to my waist hurts and my right arm isn't quite right.",0,1,0,1,0
""" The black family behind me looked mortified.",0,1,0,1,1
She was unhappily employed stripping at the time.,0,1,1,1,0
I was writing away.,1,0,0,0,0
for the wedding AND rehearsal dinner.,0,0,0,0,0
Never saw him again.,0,0,0,1,0
I was at a large rock festival.,1,0,0,0,0
"I abruptly ""woke up"" again out of sleep-paralysis in a state of crazy shock.",0,1,0,0,1
I can never forget it.,0,1,0,1,0
"The wind was in my face, and my nose was cold.",0,1,0,0,0
"Man, I was wrong.",0,0,0,1,1
"But I was happy and pretty tickled that I was able to get out and go fight or hunt / scrap for materials that I do nt have to pay for, as well as just get out in the open air.The downside was... I really twisted my ankle and its slowing me down considerably.",1,0,0,1,0
"Anyway, so I read the cave thing and went to bed pretty creeped out.",0,1,0,0,1
"Too many calories, my brain just couldn't deal.",0,1,0,1,0
The spring sun was just rising and his car was already ripping down the highway.,1,1,0,0,1
I filed a complaint.,0,0,1,0,0
We are earths last hope against extinction.,0,1,0,1,1
I've been thinking about it more and can't get my head around it.,0,1,0,0,0
My wife is non-religious.,0,0,0,0,0
i had already decided that i was completely fine other than my ankle.,0,1,0,1,0
For a few months i have always been thinking about getting my tongue pierced.,1,1,0,0,0
The treatment for my original complaint consisted of some chiropractic manipulation of my hip and pressure onto certain nerves ( which was painful but better afterwards ) and then a marvellous half an hour of lying still with aromatic herbs massaged into my lower back and an assortment of needles inserted at strategic points.,1,0,0,0,0
""" The cop tells him to have a nice day and walks away.",1,0,1,0,1
No kids were hurt.,1,0,0,0,0
"Back to my dear old pals at the walk-in clinic to get a prescription for better eyedrops.Oh, and my throat hurts like hell again.",0,1,0,1,0
The second entry of today: / my brain hurt for answering 30 math question in one day.,0,1,0,0,0
Then proceeded to duck and run past him into the female restroom.,0,1,0,0,1
so I'm stir my heart for Europe travel.,1,0,0,0,0
"I want to learn about you, communicate with you.",1,0,0,0,0
You might actually say they're almost angelic....,1,0,0,0,1
Sure enough - same car.,0,0,0,0,1
Not creepy but ghostly.,0,1,0,0,1
"When my back hit the far wall, and the shovel against the wall fell on the dirt, I screamed.",0,1,0,1,1
""" staring dead at my ex.",0,1,1,1,0
"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,1,0,0,1
I have to go deep in myself not to walk down the familiar streets in my head.,0,1,0,1,0
"It was a branch line to a gravel quarry, so the three or four daily trains moved slowly.",0,0,0,0,0
I'd trust the terrorist with my life.,0,1,0,0,1
I noticed his eyes looked weird...scary.,0,1,0,0,1
"Between moving appliances yesterday at work, and this morning where I tensed enough to tweak my back, I'm a bit sore.Now Paka has been staring at me wide-eyed and giving her whining-style meow.",0,0,0,1,0
Not too bad but never really clicked.,1,0,0,1,0
Never trust a fart.,1,1,0,0,0
but bigger and about six foot of the floor.,0,1,0,0,1
"I always had my nose in a book when I was younger, and when I moved up here I lost interest.",0,0,0,1,0
"Then while it was still on my heart, I opened it into a V with my index and middle finger.",1,0,0,0,0
Telling me I'm going to hell.,0,1,1,1,0
I go in and sit down at my usual seat.,0,0,0,0,0
The afterimage lit up green and orange against my eyelids.,0,0,0,0,1
It seemed so arbitrary.,0,1,0,1,1
He was so close.,0,1,0,1,1
"That took about a week and a half, then I had surgery to put eight plates in my face to rebuild it.",0,1,0,1,0
We grew pretty close.,1,0,0,0,0
I told him three things:,0,0,0,0,0
All of the sudden I hear both of them scream bloody murder.,0,1,0,0,1
"I started out the run, and before too long something caught my eye in the snow.",0,0,0,0,1
"Now, I didn't feel like spending money.",0,1,0,1,0
"So, I was ten years old at the time.",0,0,0,0,0
"pound hand weights, start with my elbows on the ground then all the way up and on the way down do the same down 2 up 1, breaking the trip down into 7 sections.",1,0,0,0,0
"Needless to say, the plant died from her residual evil.",0,0,1,0,1
I brought my head up to the edge of the grass and peered towards the road.,0,0,0,0,0
melancholy I got up for work this morning and turned on the news like usual but i heard a story that broke my heart and brought me to tears.,0,1,0,1,0
:P Look at my face it's super chubby.,1,0,0,0,0
As he approached the edge of it he took to prep hops.,0,1,0,0,1
A knock on the door and my heart litarely stopped for a good three seconds.,0,1,0,0,1
seriously... my head is just not in the game.,0,1,0,1,0
The day was hot and still; the air lay close against my face.,0,0,0,0,0
I was scared shitless.,0,1,0,0,1
"Shivering caused me to tense up, which caused my hips to keep cramping in charlie horse fashion.",0,1,0,1,0
First day of school.,1,1,0,0,0
But it was good; it kept me on my feet for a long while.Knee?,1,0,0,0,0
I don't stop.,0,1,0,0,0
A stranger is running alone in the park.,0,1,0,0,0
"I sweated my balls off, tore up my muscles and got new bruises ( right after the old ones healed ), but the building is lovely and cool and I have an amazing view of the ocean from the upper floors.",1,1,0,0,0
"Well she's not gon na last the whole song like that, so since I'm behind her and the audience can't see below my torso pretty much, I use my hand to push down on the lid and support her weight.",1,0,0,0,0
I keep thinking about how almost a year ago exactly I found my PCP and had 2 problems-my shoulder and my back.,0,1,0,1,0
I feel it slithering down my skin like a anaconda snake.,0,1,0,0,1
"I have incredibly pale skin, poor circulation in my lips, and blonde eyebrows and eyelashes.",0,0,0,0,0
"Staring down at the device, I felt this cold chill start at the base of my neck and spread throughout my body.",0,1,0,0,1
"You see, I was still on my journey to healing a bit of a `` broken heart '' so practically my heart was not in a bad shape then.",0,0,0,1,0
between my legs.,0,0,0,0,0
"I ask her to tell me hers first, and she starts telling me how she dreamed the Sears Tower was falling down...",0,1,0,0,1
"Once, while lying in bed falling asleep, I felt that the zombie apocalypse was beginning at that very moment.",0,1,0,0,1
"As they walked up to the cross walk, they were horsing around.",1,0,0,0,0
Let's hit it.,1,0,0,0,0
"At this point I am starting to have an anxiety attack, but I keep listening.",0,1,0,0,0
"She said she agree with me but didn't know how to leave... To that, I shrugged my shoulders, shit I know how, pack your shit and leave... I mean, you know?",0,0,1,0,0
Maybe they saw the look of ecstasy on my face as I sped up and slowed down with twiddling precision.,1,0,0,0,0
"Shitty situation, dont protect yourself with guns unless shots have already been fired.",0,1,1,0,0
He was admiring the tattoo on my forearm.,0,0,0,0,0
"I yawned, blinking my eyes rapidly as I muttered, `` Sorry, Lee. ''",0,0,0,0,0
"So, for the second time in less than twenty minutes, Ive had my dream crushed and my blood pressure boiling.",0,1,1,1,0
"The hand returned, a welcoming gesture, an unwelcome sensation.",0,1,1,1,1
Which means I was not picking up my feet!,0,0,0,0,0
"determined well, i've been going to the gym a little over three weeks now, and i've lost eight pounds, and roughly twelve inches total-about three from my waist, two and a half from my hips, a half inch from each thigh, and four total from my... um... upper torso area... anyway, it feels awesome.",1,0,0,0,0
It disconnected and teetered away from us.,0,1,0,1,1
Unfortunately my mum decided to clear out his old room and she found them.,0,1,0,1,1
I stop and wait.,0,1,0,0,0
"Being a `` part-time vampire '', hanging by my toes during the morning hours during vacation, I spent a few hours that early morning loading stuff.",1,0,0,0,0
"After the deception, but before the divorce.",0,1,1,1,0
It just felt wrong.,0,1,1,1,0
He also told me I would be his wife one day.,1,0,0,0,1
"My grandmother fell very ill this past summer, and ended up suffering from encephalitis, which, in layman's terms, ate her brain away until she died.",0,1,0,1,0
Those memories still trigger terror sweats.,0,1,0,0,0
"Tears started to stroll down my cheeks, as I threw my face into my hands.",0,1,0,1,0
"Maybe it was fatigue, maybe I was just being dramatic but I raised my hand and touched the tender flesh of my cheek.",0,1,0,1,0
I ate a delicious sandwich on an everything bagel and one of the seeds got stuck in between my teeth.,0,1,0,0,0
This made matters worse.,0,1,1,1,0
When she woke up the next morning she decided to figure out what the hell had happened.,0,1,0,0,1
I covered my face with my hands.,0,1,0,1,0
Luckily fellow first grade students were awesome and they either felt sorry for me or completely forgot about it the next day.,1,0,0,1,0
"One day during practice, the question was read, ""Finish, the opening line of the traditional American song which begins, 'I wish I was-'""",0,0,0,0,1
As I'm sitting in my car calling my mom my heart started pounding.,0,1,0,0,0
"My arms started to ache, but I had to do another 200 and I thought, no I came all this way for nothing so I continued!",1,1,0,0,0
So anyways it's late at night and I was down in my living room sleeping on my couch.,0,0,0,0,0
I had a nightmare.,0,1,0,1,0
"All-in-all I had a great time, my back didn't kill me, and I felt great after the game was over.",1,0,0,0,0
At least I have a single room now!,1,0,0,0,0
another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you.,0,0,1,0,0
"It could have been my eye -- but my glasses probably blocked that from happening, and diverted the injury higher up on my head.",0,1,0,0,1
Not a single soul.,0,1,0,1,1
About 2 weeks ago I thought I pulled a muscle in my calf.,0,1,0,1,0
"But for this time, I took my heart with me, to indulge myself into the song after I seen Sarah blogging in her post; I can feel what she is feeling.",1,0,0,0,0
Can I add a bridesmaid-zilla story?,1,0,0,0,1
"Instead of feeling a smooth, round surface, my tongue encountered a rough, jagged hollow.",0,1,0,1,0
"My ankle is feeling 100x better, but now my knee is ridiculous swollen.",1,0,0,1,0
"We all decided to calm down, we thought that it was probably something when your phone activates something, thats all.",0,1,0,0,1
"Shadows Falls new CD `` Threads of Life '', in my eyes, can be placed alongside '' The Art of Balance '' and `` The War Within ''.",1,0,0,0,0
"As I started running I heard him say again ""I'm going to get you!",0,1,0,0,1
"And now that we are back, I just feel drained and my calves hurt.",0,0,0,1,0
"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",1,1,0,1,0
I silently sneak out to investigate its source......,0,1,0,0,1
For many months I learned to shower keeping my elbows close to prevent water from hosing off the ends and totally drenching the place.,0,1,0,0,0
"She said that I shouldn't do ANYTHING with my finger, not even type.",0,1,0,0,0
"My head whipped around, and there it was.",0,1,0,0,1
My sister made us leave quickly and go to our neighbors house.,0,1,0,0,0
"It definitely makes my hand feel weird, and I haven't thrown up yet.",0,1,0,0,0
I also danced so much that my calves hurt for 3 days.,1,0,0,0,0
"I could hardly believe that after all this time, after so many seasons spent reaping despair, he was finally here, in my arms.",1,0,0,0,0
"`` Don't read it to me '', I yelled inside my head.",0,0,1,0,0
"""That's were those people went missing"".",0,1,0,1,1
"I'm not European-American, I'm a white American.",0,0,0,0,0
"I land off-kilter and go crashing into the drum set and take a Hi-Hat to the center of my spine, severing my nerves and leaving me paralyzed.",0,1,1,1,1
"It's also on the front of my upper legs, the back of my lower legs, and the tops of my feet.",0,0,0,0,0
I lost my job.,0,1,0,1,0
and that got my head bobbing a little bit.,1,0,0,0,0
"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1
"My teeth were marred by braces, and I hated the sight of them.",0,0,0,1,0
my nose bled a lot for such a tiny thing.,0,0,0,0,0
"Just Women I occasionally went out with, but, never anything serious.",0,0,0,1,0
"I'm tired of fighting against you Life, I'm tired of getting up and going into work day after day even when I'm sick to my stomach and my head's throbbing.",0,1,1,1,0
"With a few hours of daylight, I immediately hopped on my back after unpacking the car.",1,0,0,0,0
My lungs were still taking in air as I breathed.,0,0,0,0,0
The grass is a beautiful green.,1,0,0,0,0
My heart beat so fast when the beautiful man give Yunho a peck on his left cheek.,1,1,0,0,0
The slight cardio made my lungs burn with pain.,0,1,0,0,0
My ex-boyfriend was just a horrible liar.,0,0,1,1,0
My heart immediately hurt.,0,1,0,1,0
He shook his head and chuckled to himself before leaning down and pressing his forehead to his best friend's.,1,0,0,0,0
It was psychological torture...,0,1,1,1,0
"I had twisted my ankle too, and I cried out in pain.",0,1,0,1,1
"I feel my head hurting, and the next thing I know school's over, I'm in the front of it with him and Traci, and he's pointing a finger at me and sort-of-yelling-sort-of-talking, and saying `` You faker! ''",0,1,1,1,1
"I could have gone inside, explored more, done so much more but I wasn't accustom to this laid back run down place yet, a part of me still watched every car that drove by and looked over my shoulder every few seconds.",0,1,0,1,0
the odds are phenomenal.,1,0,0,0,1
Then it suddenly stopped.,0,1,0,0,1
I guess my eyebrows were missing each other and needed to grow closer... and so they were really trying to get super close.,1,0,0,0,0
I tried to be a fly on the wall for them.,0,1,0,0,0
"`` Out of my mouth came, `` I didn't see Creepy... `` First of all my brain did not process, that I was trying to even say anything.",0,1,0,0,1
"Horrible nightmares that seem real, because you recognize your surroundings as your bedroom, but they're still just nightmares.",0,1,0,1,1
"No footprints in the snow, no houses, nothing.",0,1,0,1,1
"in the back of my head, i was like great.",0,0,0,0,0
"When it was my turn to play, I was mortified to find out I had to move my hand up and down in a sawing motion.",0,1,0,0,0
"Second time, been together 6 mo.",1,0,0,0,0
"Kidnapping, Assault, Vandalism and Arson I guess.",0,1,1,0,1
It used its claws to tear my living room couch to shreds.,0,1,1,1,1
"Had to scream my lungs out while the guy just let the crowd pass my bag to me, a bag which got passed all the way to the other side, before I finally managed to get my hands on to the neon orange carrier which had my Phone, Camera, Hard Drive, Wallet, and Keys.In the end had to change without bathing in a smelly toilet at Temasek Poly, before bidding Boon Goodbye on the phone whilst complaining about the event.",0,1,1,0,0
Grandma died of an massive heart attack before our daughter was born.,0,1,0,1,0
") This event happened after the war, but before the wall went up.",0,0,0,0,1
"I'm trying to bribe them, keep them happy, and keep the steam from coming out of my ears, since i don't really know how to photoshop steam out.",0,1,1,0,0
It would be her first great grandchild.,1,0,0,0,1
"My heart feels like someone tore it out, stomped the shit out of it, spit on it and jammed it back into my chest.",0,1,1,1,0
Comes home later that night to find the money gone.,0,1,1,1,1
My heart shattered into a million little pieces.,0,0,0,1,0
My ankles and front of shins felt stiff.,0,1,0,0,0
So it's been hanging over my head.,0,1,0,1,1
We met at dinner with mutual friends at a very fancy italian restaurant.,1,0,0,0,0
"Not a completely awful birthday, but my worst.",1,0,0,1,0
So I go to the doctor and I tell him about getting the sharp pain in my back and how that hasn't gone away and how my hand is numb.,0,1,0,0,0
"Callie takes attention at my tone, having probably gotten used to my mumbled thanks in response to all of the attendees who had already been by, and she places her hand protectively at the base of my spine.",1,0,0,0,0
"The dog barked more, whimpered and whined.",0,1,0,1,0
"The two proceeded to grab my body, one at the knees and the other at my shoulders.",0,1,0,0,0
"'No problem,' he said.",1,0,0,0,0
There's nothing but dead air.,0,1,0,1,0
They were both fantastic.,1,0,0,0,0
"My dad was, and is, an avid cyclist.",1,0,0,0,0
"I arrived at Penny's doorstep, tears streaming down my face.",0,1,0,1,0
This guy is drunk.,0,1,0,0,0
"During the complete silence that follows, my grandfather says loudly ""Well, my god has spoken""",0,0,0,0,1
"Well, I stopped looking after two, because I really didn't want to know.And of course the natural progression of this examination is to move to the hair on my head... which fared no better.I am my father's daughter, and I am going to be a dashing salt-and-pepper by the time I am 35.",1,0,0,0,1
"The other was terrible, horrible, no good, very bad.",0,0,1,1,0
"Curtain pulled back, I shield my eyes for a moment, glare adjustment then neon colour washes over my face -- slack-jawed, open-mouthed awe $",1,0,0,0,1
Called it right away.,0,0,0,0,0
She was promptly dumped.,0,0,0,1,0
I get close enough to see the empty bottle and it starts moving a little.,0,1,0,0,1
It was super cool and the girl who I offered it to was super sweet (and actually sent me some tea and a lipstick in return).,1,0,0,0,1
i can just imagine how many bugs have been snacking on my legs as ive sat here for the last couple hours.,0,1,0,0,0
"Nobody had lived there in a very, very long time.",0,1,0,1,1
"I was doing well emotionally last night and was feeling okay about not having Baby in my arms yet, but this morning has been a lot harder.",0,0,0,1,0
"I tried my best to keep my revulsion hidden, for things like that tend to turn my stomach, especially when the vendors claim that it is art.",0,1,0,1,0
There were many police there and interviewing the mom.,0,1,0,1,0
eventually i fell asleep on the floor of her closet.,0,1,0,1,0
I caught a quite a few rip-able one and was really relishing the new board under my feet.,1,0,0,0,0
"My parents kept yelling while I walked into the living room and started watching tv, knife still protruding from my lung.",0,1,1,1,1
The best I could offer was a small keloid scar on the meaty part of my palm from busting a glass while washing dishes.,0,0,0,0,0
And now my lips are sealed.,0,0,0,0,0
Like I found a way to escape gravity and moved about my bedroom as though I was on the ISS or something; thrilling at my new found ability.,1,0,0,0,1
wanted to quickly go home and hide my face.,0,1,0,1,0
"As a caretaker, this freaked me out to no end.",0,1,0,0,0
Over the years I have taken pictures of what caught my eye.,1,0,0,0,0
"This operation removed the interlocking tibial nail from within my right tibia, a long titanium rod which had done a marvellous job of holding my leg together after that awful accident but which was now superfluous, and also the prime suspect in my ongoing pain issues.",0,1,0,1,0
Both times catastrophically embarrassing for me.,0,1,0,1,0
my bedroom was next to the kitchen.,0,0,0,0,0
But he intrigued me.,1,0,0,0,1
I was turning roasting vegetables that were too close to the hot ring at the oven top and fried my knuckle in the process.,0,1,1,0,0
That night I sat at my computer and read about Rainbow Bridge and cried some more and I could actually feel my heart hurt with the pain of loss.,0,1,0,1,0
I did send Darren a message via facebook at 4.14 am as I had to get what was in my head out there.,0,1,0,0,0
- I once caught him eating a vat...a VAT of uncooked rice covered in peanut butter.,0,0,0,0,1
"I went to an off broadway show, which was a wedding.",1,0,0,0,1
Her hair a mess and her words strained.,0,1,0,1,0
Three kids died that day.,0,1,0,1,0
"I saw some of the girls staring but they didn't say anything, well not to my face.",0,0,0,0,0
I barely slept that night and didn't tell anyone about it till now.,0,1,0,1,0
"my little dog:: 1 / 12 / Jane, originally uploaded by sarah...... a heartbeat at my feet.",1,0,0,0,0
"Quite the opposite, it took literally 4 shots worth of liquor to make him stinking, piss/shit in pants drunk.",0,0,0,0,1
Fast forward six months - I've moved to central Virginia for work.,1,0,0,0,0
A song started to loop inside my head.,1,1,0,0,0
The gust grew stronger and stronger till I felt I was about to be lifted from my feet.,0,1,0,0,1
"And then we have the ultimately retarded `` Spanish Lesson '' ( which I kind of like because it's so entertainingly bad ) and `` Incredible, '' which just flat-out gets on my nerves.",0,0,1,0,0
"I tried to lift my body but somehow it felt so hard $ My head hurt, my eyes were screaming to close and rest.",0,1,0,1,0
"It can't be a plane as the lights never move, they just, appear.",0,1,0,0,1
"The feeling in my stomach, I can not bear.",0,1,0,1,0
"Signet Ring No. 1: I was about 13-14, stupidly shaking my hand, and it flew off, into the gutter outside Forsbergs ' house on Glover Rd..",0,1,0,1,1
On the way out I banged my head against the gate.,0,1,1,0,1
Ugh I know for sure I'm a do my eyebrows.,1,0,0,0,0
"He saw blood and said,  ""Mommy!",0,1,0,1,1
"What came out of my mouth was: ""Because white reigns supreme.",0,1,1,1,1
"So I left the room, went outside and settled once again for going through my mess in my head.",0,1,0,1,0
"But alas the humidity ruined it for us both after only 2 songs > > sigh < < Still I basically had one obvious wet spot the entire shift, which I didn't bother to do anything about other than flash to the entire club from stage by doing the splits on my back about 10 times over the course of the day.",1,0,0,1,0
I wiped the tears from my eyes and took a deep breath calming down slightly.,0,0,0,1,0
"She found her Dad and gave him a rock she had found out side, just a plain old rock.",1,0,0,0,0
sorry for spelling and stuff.,0,0,0,0,0
Again I was conflicted in my mind because a few days ago he had held my hand and looked at my thumb and I felt nothing---not even one stray tingle.,0,0,0,1,0
I never got any waffles either.,0,0,1,1,0
I know you run a successful store and I really admire that.,1,0,0,0,0
"`` I zip up the tote back quickly, throw it onto my shoulder and grab up the other, larger bag.",1,0,0,0,0
He wasn't fucking with me either.,0,0,1,0,0
"Same girl, same exact process.",0,0,0,0,0
It wasn't on my shoe anymore.,1,0,0,0,1
Then buy a farm.,1,0,0,0,0
No one else in the class did.,0,0,0,1,1
"As I got close to it, I realized that my handlebars were not going to fit, but it was too late to stop or turn.",0,1,0,0,1
"After scratching my head, I headed to the front yard, where there are no trees, on the off chance that something truly weird had caused a limb to plop down on my house.",0,1,0,0,1
My hand hurt so bad afterwards.,0,1,0,0,0
Lots of profanity and screaming.,0,1,1,0,0
Just doing something this stupid as a kid.,0,0,0,1,0
What did I see?,0,1,0,0,1
What a relief it was and my heart was beating so fast.,1,1,0,0,0
it breaks my heart though that someone could be that selfish to make their dog live in so much pain and suffering.,0,1,1,1,0
I sleep facing away from my door.,0,1,0,0,0
It made me lose my balance and I had to lean against the bar and grab my head.,0,1,0,0,0
"I reach down and run my fingers all over the slippery little roundness, feel it lean away and there is no shoulder dystocia, the neck is free and no cord.",0,1,0,0,0
"The assault ended abruptly, the pistol dropped from my hands and hit the soggy grass with a heavy thump.",0,1,1,1,1
Whats a typical possession?,0,0,0,0,1
I quickly fell asleep.,1,0,0,0,0
crying my heart out loud because the guy i was pinning for had fallen for another girl.,0,0,0,1,0
"the winner was announced & i slunk outta there briskly striding the two-point-five blocks home, inhaled vapour medication which is also miraculous, and brushed my teeth.",0,1,0,0,1
We stop dead in our tracks.,0,1,0,0,1
& # x 26; nbsp; I gave them a quick glance and nodded my head and for the first time I felt like I had some sort of common bond with someone in this town.,1,0,0,0,0
"First, some background: i am a male, i live in Latvia, my father is a hunter and we occasionally go hunting during the weekends.",0,0,0,0,0
He's telling a little kid a joke.,1,0,0,0,0
I go to sleep unshed tears burning in my eyes.,0,1,0,1,0
I clearly indicated I certainly did not.,0,0,1,0,0
"I was aghast but attempted to help her, so as not to tear the dress or hurt my arms.",0,1,0,0,0
So I grabbed my knife out of fear and looked up but there was nothing there.,0,1,0,0,1
The next day I got a tetanus shot.,0,1,0,0,0
You read that right.,0,0,0,0,1
I have a friend whose husband died last year.,0,0,0,1,0
I was just crying so hard that the tears dripped off my chin and into the sink ).,0,1,0,1,0
"Anyway, she tried her best to ignore the noise and hours later, fell asleep despite being so freaked out.",0,1,0,0,0
' So I held it up to my face and waved at it before swallowing it.We got home around 8:30 AM.,0,0,0,0,1
Their dad got home just a tad bit early and barged into the room because he heard the moaning.,0,1,1,0,1
The police were trying to calm him down.,0,1,0,0,0
"The problem was, my brain was ready for a 22 mile ride, my body was not.",0,1,0,0,0
I looked down only to see a flashing red light buried in the dirt under my feet.,0,1,0,0,1
The club was so loud that the ringing in my ears almost drowned out the music.,0,1,0,1,1
"To this day, my father is still blessing the fact that we never woke up during the night with all the noise.",1,0,0,0,0
"so hard, till my eyes burned.",0,1,0,0,0
"We hit something as we slide into the side of the road, my eyes flashed open and the car took flight into the trees, now straight ahead of us.",0,1,0,1,1
With that definite I have courage to walk up to the line and place my toes proudly getting ready to cross yet it is everything on the dirty mud path that is holding to me and the mud is the mud I am clinging to.,0,1,0,0,0
Today I must do the dreaded studying: ( Blarg.I did a bit last night ( some review ) and it is amazing how quickly this shit leaves my brain after taking 1.5 days off from it.,0,1,1,1,0
"They never shut up, although they usually apologize ( and immediately start screeching again ) whenever I cringe and cover my ears, which is often.",0,1,1,0,0
Second Event was with a crazy!,0,1,1,0,1
This drew a lot of startled stares and gasps as I calmly threw the shirt down on the floor at my feet and reached into the overnight bag and pulled out a small pair of tweezers.,0,0,0,0,1
"Its like a dream, flying through my head.",1,0,0,0,0
That was 21 years ago.,0,0,0,1,0
"I felt for it, but ended up having to open my eyes to actually find it.",0,1,0,0,1
"We pressed play, and some Rap song came on.",1,0,0,0,1
I had an answer to every question and made sure to raise my hand.,1,0,0,0,0
It became second nature to just put my toys up against eachother so they could protect me as I slept.,0,1,0,1,0
My hand shook on the trigger as the sight of my rifle fell upon my enemy.,0,1,0,0,0
I held him for a bit when he woke up in recovery and he fell right back asleep in my arms.,1,0,0,0,0
Finally found out that I have bad whip lash and strained the tendons in my neck.,0,1,0,1,0
"It did help that I didn't have to think about switching the hand my iPod was in ( yes, I carry it, no armband here ) and it was much easier to pump my arms without the headphone cords to get tangled up in.",1,0,0,0,0
I stomped my foot in anger.,0,0,1,0,0
They kept me at the hospital for 24 hours-and suggested I try to stay off my feet as much as possible.,0,1,0,1,0
See her just a bit here and there amid the crowds.,0,1,0,0,0
"After like two seconds of that, we start *flying* forward and *smash through the parking barrier*, stopping *right by* the edge of the street.",1,1,0,0,1
"In my brain, I knew it's nothing serious, but my eyes darted away while my hands looked for something to occupy automatically.",0,1,0,0,0
"Plus, writing it down helped to cement it in my heart.",1,0,0,0,0
Guess it's more sad than creepy.,0,0,0,1,0
"I took my eye away from the camera and found the little guy ( or little girl, can't really tell ) a few feet above me now.",0,0,0,0,0
"The air is so clear it stings my lungs, which have for months been choked by dust and diesel from the streets of Kabul.",0,1,0,0,0
A flame struck out at my thumb and body and I was taken back by great surprise.,0,1,0,0,1
"I'm very very pale, and any bandages like that stick out like a dark brown blemish.",0,1,0,1,0
We've never met.,0,0,0,0,1
"The blood blinded my eyes as it ran down to my cheeks, and I tasted the sweetest flavor.",0,1,0,0,1
"In fact, my early life had so many of these kinds of influences, it's hard to remember them all; various ways and means that taught me to associate the motifs rambling around in my head with eventual written notes on a page.",0,0,0,0,0
It also happened to be raining on that day.,0,0,0,0,0
"However, my knees were starting to sing a little bit by the end.",0,0,0,1,0
The waitress had physical therapy experience and prepared a nice bag of ice for my ankle and the beer was FANTASTIC!,1,0,0,0,0
"(yikes, no pun intended--on either count)",1,1,0,0,1
This said brand canceled their contract with them as well.,0,0,0,1,1
Let's go back to the gym.,1,0,0,0,0
"Eventually it faded, leaving me scared shitless and her more curious than I liked.",0,1,0,0,1
Fast forward a year to beginning of hs this year .,0,0,0,0,1
"""  Nothing, we hear absolutely nothing.",0,1,0,0,1
The bride floated down the aisle like a pageant queen.,1,0,0,0,1
"Oh my god, okay.",1,1,0,0,1
On Sunday I tucked the new license plates under my arm and headed out to the garage to find the duck tool.,0,0,0,0,0
"Finally facing life responsibilities again, but my head still was on vacation.",0,1,0,0,0
one and a million car/van ride.,1,0,0,0,1
